episode,timesteps,episode_reward,episode_length,success,collision,out_of_bounds
11061,498328,44.986276,24,1,0,0
11062,498336,45.191262,25,1,0,0
11063,498400,45.018266,24,1,0,0
11064,498416,45.018266,24,1,0,0
11065,498464,45.018266,24,1,0,0
11066,498472,45.079146,24,1,0,0
11067,498488,45.020996,24,1,0,0
11068,498512,45.222893,25,1,0,0
11069,498528,45.166295,25,1,0,0
11070,498528,45.079146,24,1,0,0
11071,498600,45.123501,25,1,0,0
11072,498616,45.123501,25,1,0,0
11073,498664,45.018266,24,1,0,0
11074,498664,45.119983,25,1,0,0
11075,498680,45.018266,24,1,0,0
11076,498704,45.018266,24,1,0,0
11077,498720,45.018266,24,1,0,0
11078,498728,45.379253,25,1,0,0
11079,498792,45.079146,24,1,0,0
11080,498816,45.328943,25,1,0,0
11081,498856,44.986276,24,1,0,0
11082,498864,45.191262,25,1,0,0
11083,498872,45.020996,24,1,0,0
11084,498904,45.191262,25,1,0,0
11085,498912,45.079146,24,1,0,0
11086,498920,45.018266,24,1,0,0
11087,498984,45.079146,24,1,0,0
11088,499008,45.018266,24,1,0,0
11089,499056,45.079146,24,1,0,0
11090,499056,45.379253,25,1,0,0
11091,499072,45.170899,25,1,0,0
11092,499104,45.223021,25,1,0,0
11093,499112,45.079146,24,1,0,0
11094,499112,45.150617,25,1,0,0
11095,499176,45.018266,24,1,0,0
11096,499208,45.166295,25,1,0,0
11097,499248,45.079146,24,1,0,0
11098,499256,45.161622,25,1,0,0
11099,499264,45.079146,24,1,0,0
11100,499304,45.287122,25,1,0,0
11101,499312,45.166295,25,1,0,0
11102,499312,45.253576,25,1,0,0
11103,499384,45.239442,26,1,0,0
11104,499400,45.018266,24,1,0,0
11105,499448,45.044285,25,1,0,0
11106,499448,45.018266,24,1,0,0
11107,499464,45.166295,25,1,0,0
11108,499496,45.018266,24,1,0,0
11109,499512,45.182685,25,1,0,0
11110,499512,45.379253,25,1,0,0
11111,499584,45.263796,25,1,0,0
11112,499600,45.191262,25,1,0,0
11113,499640,45.018266,24,1,0,0
11114,499640,44.986276,24,1,0,0
11115,499664,45.253576,25,1,0,0
11116,499704,45.41249,26,1,0,0
11117,499704,44.986276,24,1,0,0
11118,499704,45.079146,24,1,0,0
11119,499784,45.166295,25,1,0,0
11120,499792,45.079146,24,1,0,0
11121,499832,45.018266,24,1,0,0
11122,499832,45.079146,24,1,0,0
11123,499856,45.079146,24,1,0,0
11124,499896,45.079146,24,1,0,0
11125,499904,45.279844,25,1,0,0
11126,499904,45.344853,25,1,0,0
11127,499976,45.063799,24,1,0,0
11128,499984,45.018266,24,1,0,0
11129,500032,45.267835,25,1,0,0
11130,500032,45.023006,25,1,0,0
11131,500056,45.267835,25,1,0,0
11132,500088,44.986276,24,1,0,0
11133,500104,45.283564,25,1,0,0
11134,500104,45.263796,25,1,0,0
11135,500176,45.263796,25,1,0,0
11136,500184,45.279844,25,1,0,0
11137,500232,45.279844,25,1,0,0
11138,500232,45.379253,25,1,0,0
11139,500256,45.191262,25,1,0,0
11140,500280,45.079146,24,1,0,0
11141,500296,45.018266,24,1,0,0
11142,500304,45.191262,25,1,0,0
11143,500376,45.279844,25,1,0,0
11144,500376,45.018266,24,1,0,0
11145,500424,45.020996,24,1,0,0
11146,500432,45.166295,25,1,0,0
11147,500448,45.079146,24,1,0,0
11148,500480,45.263796,25,1,0,0
11149,500488,45.020996,24,1,0,0
11150,500496,45.063799,24,1,0,0
11151,500568,45.018266,24,1,0,0
11152,500568,44.986276,24,1,0,0
11153,500624,44.913334,25,1,0,0
11154,500632,45.263796,25,1,0,0
11155,500648,45.263796,25,1,0,0
11156,500680,45.263796,25,1,0,0
11157,500680,45.063799,24,1,0,0
11158,500696,45.222893,25,1,0,0
11159,500760,44.986276,24,1,0,0
11160,500760,45.018266,24,1,0,0
11161,500824,45.079146,24,1,0,0
11162,500824,45.199449,25,1,0,0
11163,500840,45.020996,24,1,0,0
11164,500872,45.079146,24,1,0,0
11165,500880,45.191262,25,1,0,0
11166,500888,45.020996,24,1,0,0
11167,500952,45.018266,24,1,0,0
11168,500968,45.40162,26,1,0,0
11169,501024,45.019762,25,1,0,0
11170,501024,45.263796,25,1,0,0
11171,501040,45.283564,25,1,0,0
11172,501072,45.288348,25,1,0,0
11173,501072,45.018266,24,1,0,0
11174,501080,45.063799,24,1,0,0
11175,501152,45.379253,25,1,0,0
11176,501160,45.018266,24,1,0,0
11177,501216,45.079146,24,1,0,0
11178,501224,45.204567,25,1,0,0
11179,501232,45.079146,24,1,0,0
11180,501272,45.018266,24,1,0,0
11181,501272,45.179051,25,1,0,0
11182,501272,45.166295,25,1,0,0
11183,501344,45.018266,24,1,0,0
11184,501352,45.018266,24,1,0,0
11185,501416,45.279844,25,1,0,0
11186,501416,44.986276,24,1,0,0
11187,501432,45.267835,25,1,0,0
11188,501464,45.018266,24,1,0,0
11189,501472,45.344853,25,1,0,0
11190,501472,45.384867,25,1,0,0
11191,501536,45.018266,24,1,0,0
11192,501544,45.018266,24,1,0,0
11193,501608,45.020996,24,1,0,0
11194,501616,45.150617,25,1,0,0
11195,501624,45.079146,24,1,0,0
11196,501664,45.283564,25,1,0,0
11197,501664,45.079146,24,1,0,0
11198,501672,45.166295,25,1,0,0
11199,501736,44.941843,25,1,0,0
11200,501744,45.161622,25,1,0,0
11201,501808,45.079146,24,1,0,0
11202,501808,45.166295,25,1,0,0
11203,501816,45.018266,24,1,0,0
11204,501856,45.079146,24,1,0,0
11205,501856,45.020996,24,1,0,0
11206,501864,45.079146,24,1,0,0
11207,501928,44.986276,24,1,0,0
11208,501936,44.986276,24,1,0,0
11209,502000,45.018266,24,1,0,0
11210,502008,44.986276,24,1,0,0
11211,502008,45.279844,25,1,0,0
11212,502048,45.020996,24,1,0,0
11213,502048,44.986276,24,1,0,0
11214,502056,45.018266,24,1,0,0
11215,502128,45.079146,24,1,0,0
11216,502144,45.239183,27,1,0,0
11217,502200,45.020996,24,1,0,0
11218,502200,45.279844,25,1,0,0
11219,502200,45.079146,24,1,0,0
11220,502240,45.018266,24,1,0,0
11221,502248,45.191262,25,1,0,0
11222,502248,45.020996,24,1,0,0
11223,502320,45.018266,24,1,0,0
11224,502336,45.018266,24,1,0,0
11225,502392,45.020996,24,1,0,0
11226,502392,45.079146,24,1,0,0
11227,502400,45.190422,25,1,0,0
11228,502440,45.018266,24,1,0,0
11229,502440,44.961668,25,1,0,0
11230,502448,45.179051,25,1,0,0
11231,502520,45.263796,25,1,0,0
11232,502528,45.063799,24,1,0,0
11233,502584,45.018266,24,1,0,0
11234,502592,45.263796,25,1,0,0
11235,502592,45.079146,24,1,0,0
11236,502632,45.079146,24,1,0,0
11237,502640,45.079146,24,1,0,0
11238,502640,45.283564,25,1,0,0
11239,502712,44.872581,24,1,0,0
11240,502720,45.020996,24,1,0,0
11241,502784,45.223021,25,1,0,0
11242,502792,45.263796,25,1,0,0
11243,502792,45.340063,25,1,0,0
11244,502832,45.063799,24,1,0,0
11245,502832,45.119983,25,1,0,0
11246,502840,45.263796,25,1,0,0
11247,502904,44.98927,24,1,0,0
11248,502928,45.196426,26,1,0,0
11249,502976,45.018266,24,1,0,0
11250,502984,44.986276,24,1,0,0
11251,502984,45.018266,24,1,0,0
11252,503024,45.018266,24,1,0,0
11253,503032,45.079146,24,1,0,0
11254,503040,45.390805,26,1,0,0
11255,503096,45.020996,24,1,0,0
11256,503128,45.166295,25,1,0,0
11257,503176,45.191262,25,1,0,0
11258,503176,45.079146,24,1,0,0
11259,503176,45.020996,24,1,0,0
11260,503216,45.018266,24,1,0,0
11261,503232,45.018266,24,1,0,0
11262,503232,45.263796,25,1,0,0
11263,503296,45.152591,25,1,0,0
11264,503328,45.263796,25,1,0,0
11265,503368,45.018266,24,1,0,0
11266,503376,45.279844,25,1,0,0
11267,503376,45.280509,25,1,0,0
11268,503408,45.018266,24,1,0,0
11269,503424,45.063799,24,1,0,0
11270,503432,45.161622,25,1,0,0
11271,503488,45.018266,24,1,0,0
11272,503528,45.166295,25,1,0,0
11273,503560,45.018266,24,1,0,0
11274,503568,45.079146,24,1,0,0
11275,503576,45.263796,25,1,0,0
11276,503608,45.328943,25,1,0,0
11277,503624,45.079146,24,1,0,0
11278,503624,45.283564,25,1,0,0
11279,503680,45.018266,24,1,0,0
11280,503728,45.283564,25,1,0,0
11281,503752,45.018266,24,1,0,0
11282,503768,45.063799,24,1,0,0
11283,503768,45.263796,25,1,0,0
11284,503808,45.379253,25,1,0,0
11285,503816,45.018266,24,1,0,0
11286,503816,45.020996,24,1,0,0
11287,503880,45.309754,25,1,0,0
11288,503928,45.267835,25,1,0,0
11289,503944,45.018266,24,1,0,0
11290,503960,45.079146,24,1,0,0
11291,503960,45.018266,24,1,0,0
11292,504000,45.063799,24,1,0,0
11293,504008,45.079146,24,1,0,0
11294,504008,45.018266,24,1,0,0
11295,504072,45.063799,24,1,0,0
11296,504120,45.079146,24,1,0,0
11297,504136,44.98927,24,1,0,0
11298,504152,45.018266,24,1,0,0
11299,504160,44.893792,25,1,0,0
11300,504192,45.018266,24,1,0,0
11301,504200,45.018266,24,1,0,0
11302,504200,45.079146,24,1,0,0
11303,504272,45.166295,25,1,0,0
11304,504320,45.279844,25,1,0,0
11305,504328,45.018266,24,1,0,0
11306,504344,45.018266,24,1,0,0
11307,504352,45.018266,24,1,0,0
11308,504384,45.063799,24,1,0,0
11309,504392,45.079146,24,1,0,0
11310,504400,44.959176,25,1,0,0
11311,504480,44.807368,26,1,0,0
11312,504512,45.063799,24,1,0,0
11313,504528,45.263796,25,1,0,0
11314,504536,45.063799,24,1,0,0
11315,504544,45.018266,24,1,0,0
11316,504576,45.020996,24,1,0,0
11317,504584,45.063799,24,1,0,0
11318,504592,45.018266,24,1,0,0
11319,504672,45.018266,24,1,0,0
11320,504704,45.020996,24,1,0,0
11321,504728,44.969132,25,1,0,0
11322,504728,45.018266,24,1,0,0
11323,504736,45.018266,24,1,0,0
11324,504768,45.063799,24,1,0,0
11325,504776,45.018266,24,1,0,0
11326,504784,45.018266,24,1,0,0
11327,504872,45.283564,25,1,0,0
11328,504904,45.166295,25,1,0,0
11329,504920,45.018266,24,1,0,0
11330,504920,45.018266,24,1,0,0
11331,504936,45.179051,25,1,0,0
11332,504960,45.018266,24,1,0,0
11333,504976,45.452219,25,1,0,0
11334,504984,45.379253,25,1,0,0
11335,505064,44.986276,24,1,0,0
11336,505104,45.263796,25,1,0,0
11337,505112,45.018266,24,1,0,0
11338,505120,45.191262,25,1,0,0
11339,505136,45.165803,25,1,0,0
11340,505160,45.340063,25,1,0,0
11341,505176,45.018266,24,1,0,0
11342,505184,45.390805,26,1,0,0
11343,505256,45.018266,24,1,0,0
11344,505296,45.079146,24,1,0,0
11345,505304,45.063799,24,1,0,0
11346,505312,45.079146,24,1,0,0
11347,505336,45.267835,25,1,0,0
11348,505352,45.079146,24,1,0,0
11349,505368,45.063799,24,1,0,0
11350,505376,44.986276,24,1,0,0
11351,505448,45.079146,24,1,0,0
11352,505488,45.018266,24,1,0,0
11353,505496,45.018266,24,1,0,0
11354,505504,45.079146,24,1,0,0
11355,505528,45.079146,24,1,0,0
11356,505544,45.079146,24,1,0,0
11357,505568,45.263796,25,1,0,0
11358,505576,45.328943,25,1,0,0
11359,505640,45.018266,24,1,0,0
11360,505688,45.018266,24,1,0,0
11361,505688,45.384843,25,1,0,0
11362,505696,45.020996,24,1,0,0
11363,505720,45.020996,24,1,0,0
11364,505736,45.063799,24,1,0,0
11365,505760,45.079146,24,1,0,0
11366,505768,44.986276,24,1,0,0
11367,505832,45.018266,24,1,0,0
11368,505888,44.969132,25,1,0,0
11369,505888,45.079146,24,1,0,0
11370,505888,45.279844,25,1,0,0
11371,505912,45.018266,24,1,0,0
11372,505936,45.190422,25,1,0,0
11373,505960,45.263796,25,1,0,0
11374,505960,44.986276,24,1,0,0
11375,506024,45.018266,24,1,0,0
11376,506080,45.079146,24,1,0,0
11377,506080,45.079146,24,1,0,0
11378,506088,45.263796,25,1,0,0
11379,506120,45.364715,26,1,0,0
11380,506136,45.223021,25,1,0,0
11381,506152,44.986276,24,1,0,0
11382,506160,45.263796,25,1,0,0
11383,506216,45.018266,24,1,0,0
11384,506272,45.063799,24,1,0,0
11385,506272,44.986276,24,1,0,0
11386,506280,45.063799,24,1,0,0
11387,506312,45.018266,24,1,0,0
11388,506328,45.079146,24,1,0,0
11389,506352,45.079146,24,1,0,0
11390,506352,45.384843,25,1,0,0
11391,506408,45.020996,24,1,0,0
11392,506472,44.986276,24,1,0,0
11393,506472,45.279844,25,1,0,0
11394,506472,45.263796,25,1,0,0
11395,506504,45.018266,24,1,0,0
11396,506520,45.079146,24,1,0,0
11397,506544,45.079146,24,1,0,0
11398,506552,45.263796,25,1,0,0
11399,506600,45.018266,24,1,0,0
11400,506664,45.063799,24,1,0,0
11401,506664,45.079146,24,1,0,0
11402,506672,45.279844,25,1,0,0
11403,506696,45.063799,24,1,0,0
11404,506712,45.018266,24,1,0,0
11405,506744,45.263796,25,1,0,0
11406,506744,45.018266,24,1,0,0
11407,506800,45.328943,25,1,0,0
11408,506856,45.018266,24,1,0,0
11409,506856,45.018266,24,1,0,0
11410,506872,45.267835,25,1,0,0
11411,506896,44.924707,25,1,0,0
11412,506904,45.018266,24,1,0,0
11413,506936,45.063799,24,1,0,0
11414,506936,45.079146,24,1,0,0
11415,507000,45.379253,25,1,0,0
11416,507048,45.018266,24,1,0,0
11417,507056,45.170899,25,1,0,0
11418,507064,45.018266,24,1,0,0
11419,507096,45.182685,25,1,0,0
11420,507104,45.379253,25,1,0,0
11421,507128,45.018266,24,1,0,0
11422,507144,45.471407,26,1,0,0
11423,507192,45.020996,24,1,0,0
11424,507248,45.263796,25,1,0,0
11425,507256,45.018266,24,1,0,0
11426,507256,45.283564,25,1,0,0
11427,507288,45.063799,24,1,0,0
11428,507296,45.018266,24,1,0,0
11429,507328,45.083809,25,1,0,0
11430,507336,45.063799,24,1,0,0
11431,507384,45.018266,24,1,0,0
11432,507440,45.018266,24,1,0,0
11433,507448,45.079146,24,1,0,0
11434,507448,45.079146,24,1,0,0
11435,507488,45.283564,25,1,0,0
11436,507496,45.283564,25,1,0,0
11437,507520,44.98927,24,1,0,0
11438,507536,45.263796,25,1,0,0
11439,507584,45.279844,25,1,0,0
11440,507632,44.986276,24,1,0,0
11441,507640,45.018266,24,1,0,0
11442,507640,45.079146,24,1,0,0
11443,507688,45.020996,24,1,0,0
11444,507688,45.191262,25,1,0,0
11445,507720,45.288348,25,1,0,0
11446,507728,45.020996,24,1,0,0
11447,507784,45.191262,25,1,0,0
11448,507832,45.079146,24,1,0,0
11449,507832,45.279844,25,1,0,0
11450,507840,45.328943,25,1,0,0
11451,507880,45.018266,24,1,0,0
11452,507880,45.079146,24,1,0,0
11453,507920,45.263796,25,1,0,0
11454,507928,45.263796,25,1,0,0
11455,507976,45.018266,24,1,0,0
11456,508024,45.063799,24,1,0,0
11457,508032,45.018266,24,1,0,0
11458,508032,45.166295,25,1,0,0
11459,508072,45.018266,24,1,0,0
11460,508072,45.020996,24,1,0,0
11461,508112,45.018266,24,1,0,0
11462,508128,45.079409,25,1,0,0
11463,508168,44.98927,24,1,0,0
11464,508216,45.079146,24,1,0,0
11465,508224,45.079146,24,1,0,0
11466,508224,45.079146,24,1,0,0
11467,508264,45.018266,24,1,0,0
11468,508280,45.390805,26,1,0,0
11469,508304,45.018266,24,1,0,0
11470,508320,45.079146,24,1,0,0
11471,508360,45.063799,24,1,0,0
11472,508416,45.344853,25,1,0,0
11473,508416,45.079146,24,1,0,0
11474,508424,45.185727,25,1,0,0
11475,508464,45.379253,25,1,0,0
11476,508472,45.079146,24,1,0,0
11477,508496,45.079146,24,1,0,0
11478,508512,45.018266,24,1,0,0
11479,508552,45.079146,24,1,0,0
11480,508608,45.063799,24,1,0,0
11481,508616,45.288348,25,1,0,0
11482,508616,45.079146,24,1,0,0
11483,508656,45.079146,24,1,0,0
11484,508664,45.079146,24,1,0,0
11485,508696,45.279844,25,1,0,0
11486,508704,45.079146,24,1,0,0
11487,508744,45.018266,24,1,0,0
11488,508808,45.018266,24,1,0,0
11489,508808,45.384843,25,1,0,0
11490,508808,45.018266,24,1,0,0
11491,508848,45.018266,24,1,0,0
11492,508856,45.063799,24,1,0,0
11493,508888,45.018266,24,1,0,0
11494,508896,45.063799,24,1,0,0
11495,508944,45.179051,25,1,0,0
11496,509000,45.020996,24,1,0,0
11497,509000,45.079146,24,1,0,0
11498,509000,45.079146,24,1,0,0
11499,509040,45.079146,24,1,0,0
11500,509048,45.079146,24,1,0,0
11501,509088,45.018266,24,1,0,0
11502,509088,45.223021,25,1,0,0
11503,509136,44.986276,24,1,0,0
11504,509192,45.079146,24,1,0,0
11505,509192,45.079146,24,1,0,0
11506,509200,45.279844,25,1,0,0
11507,509232,45.063799,24,1,0,0
11508,509240,45.079146,24,1,0,0
11509,509280,45.020996,24,1,0,0
11510,509280,45.018266,24,1,0,0
11511,509328,45.063799,24,1,0,0
11512,509384,45.079146,24,1,0,0
11513,509400,45.452219,25,1,0,0
11514,509400,45.16744,26,1,0,0
11515,509424,44.986276,24,1,0,0
11516,509432,45.079146,24,1,0,0
11517,509472,45.018266,24,1,0,0
11518,509472,45.018266,24,1,0,0
11519,509520,45.063799,24,1,0,0
11520,509576,45.079146,24,1,0,0
11521,509600,45.279844,25,1,0,0
11522,509600,45.263796,25,1,0,0
11523,509616,45.018266,24,1,0,0
11524,509624,44.986276,24,1,0,0
11525,509664,45.063799,24,1,0,0
11526,509664,45.018266,24,1,0,0
11527,509720,45.279844,25,1,0,0
11528,509768,45.079146,24,1,0,0
11529,509792,45.079146,24,1,0,0
11530,509792,45.018266,24,1,0,0
11531,509816,44.98927,24,1,0,0
11532,509816,45.281728,25,1,0,0
11533,509856,45.018266,24,1,0,0
11534,509864,45.279844,25,1,0,0
11535,509920,45.283564,25,1,0,0
11536,509960,45.018266,24,1,0,0
11537,509984,45.063799,24,1,0,0
11538,509992,45.379253,25,1,0,0
11539,510008,45.018266,24,1,0,0
11540,510016,45.166295,25,1,0,0
11541,510048,45.018266,24,1,0,0
11542,510056,45.018266,24,1,0,0
11543,510120,44.961745,25,1,0,0
11544,510160,45.340063,25,1,0,0
11545,510176,45.063799,24,1,0,0
11546,510184,45.018266,24,1,0,0
11547,510200,45.063799,24,1,0,0
11548,510208,45.018266,24,1,0,0
11549,510248,45.023006,25,1,0,0
11550,510256,45.166295,25,1,0,0
11551,510320,45.166295,25,1,0,0
11552,510352,45.079146,24,1,0,0
11553,510368,45.079146,24,1,0,0
11554,510376,45.018266,24,1,0,0
11555,510400,45.166295,25,1,0,0
11556,510408,45.263796,25,1,0,0
11557,510440,45.079146,24,1,0,0
11558,510448,45.018266,24,1,0,0
11559,510520,45.267835,25,1,0,0
11560,510544,45.063799,24,1,0,0
11561,510560,45.063799,24,1,0,0
11562,510568,45.063799,24,1,0,0
11563,510600,45.018266,24,1,0,0
11564,510600,45.279844,25,1,0,0
11565,510632,45.079146,24,1,0,0
11566,510640,45.018266,24,1,0,0
11567,510712,44.872581,24,1,0,0
11568,510744,45.267835,25,1,0,0
11569,510752,45.018266,24,1,0,0
11570,510768,45.013519,25,1,0,0
11571,510792,45.020996,24,1,0,0
11572,510792,45.063799,24,1,0,0
11573,510824,45.079146,24,1,0,0
11574,510832,45.018266,24,1,0,0
11575,510904,45.079146,24,1,0,0
11576,510936,45.079146,24,1,0,0
11577,510944,45.018266,24,1,0,0
11578,510960,45.079146,24,1,0,0
11579,510984,45.079146,24,1,0,0
11580,510984,45.063799,24,1,0,0
11581,511016,45.079146,24,1,0,0
11582,511024,45.063799,24,1,0,0
11583,511096,45.079146,24,1,0,0
11584,511128,45.079146,24,1,0,0
11585,511144,45.288348,25,1,0,0
11586,511160,45.263796,25,1,0,0
11587,511176,45.079146,24,1,0,0
11588,511184,45.283564,25,1,0,0
11589,511216,45.166295,25,1,0,0
11590,511216,45.079146,24,1,0,0
11591,511288,45.079146,24,1,0,0
11592,511328,45.263796,25,1,0,0
11593,511336,45.079146,24,1,0,0
11594,511352,45.079146,24,1,0,0
11595,511368,45.079146,24,1,0,0
11596,511376,45.079146,24,1,0,0
11597,511408,45.079146,24,1,0,0
11598,511416,45.384843,25,1,0,0
11599,511480,45.079146,24,1,0,0
11600,511520,45.079146,24,1,0,0
11601,511528,45.063799,24,1,0,0
11602,511552,45.283564,25,1,0,0
11603,511560,45.018266,24,1,0,0
11604,511568,45.063799,24,1,0,0
11605,511600,45.079146,24,1,0,0
11606,511608,45.079146,24,1,0,0
11607,511672,45.018266,24,1,0,0
11608,511712,45.018266,24,1,0,0
11609,511720,45.079146,24,1,0,0
11610,511744,44.986276,24,1,0,0
11611,511752,45.063799,24,1,0,0
11612,511760,45.079146,24,1,0,0
11613,511808,45.084248,26,1,0,0
11614,511808,45.191262,25,1,0,0
11615,511872,45.165803,25,1,0,0
11616,511912,45.079146,24,1,0,0
11617,511912,45.267835,25,1,0,0
11618,511936,45.018266,24,1,0,0
11619,511952,45.283564,25,1,0,0
11620,511960,45.267835,25,1,0,0
11621,512000,45.063799,24,1,0,0
11622,512000,45.018266,24,1,0,0
11623,512064,44.986276,24,1,0,0
11624,512104,44.986276,24,1,0,0
11625,512104,44.873867,24,1,0,0
11626,512128,45.079146,24,1,0,0
11627,512152,45.020996,24,1,0,0
11628,512152,45.263796,25,1,0,0
11629,512192,45.079146,24,1,0,0
11630,512192,45.079146,24,1,0,0
11631,512256,45.063799,24,1,0,0
11632,512296,45.063799,24,1,0,0
11633,512304,45.166295,25,1,0,0
11634,512320,45.020996,24,1,0,0
11635,512344,45.020996,24,1,0,0
11636,512344,45.018266,24,1,0,0
11637,512384,45.063799,24,1,0,0
11638,512384,45.079146,24,1,0,0
11639,512448,45.020996,24,1,0,0
11640,512488,45.079146,24,1,0,0
11641,512496,45.018266,24,1,0,0
11642,512512,45.079146,24,1,0,0
11643,512536,45.079146,24,1,0,0
11644,512544,45.288348,25,1,0,0
11645,512576,45.018266,24,1,0,0
11646,512576,45.018266,24,1,0,0
11647,512640,45.063799,24,1,0,0
11648,512688,45.079146,24,1,0,0
11649,512688,45.384843,25,1,0,0
11650,512704,45.063799,24,1,0,0
11651,512728,45.063799,24,1,0,0
11652,512744,45.161622,25,1,0,0
11653,512768,45.079146,24,1,0,0
11654,512768,44.871652,24,1,0,0
11655,512832,45.079146,24,1,0,0
11656,512880,45.079146,24,1,0,0
11657,512880,45.063799,24,1,0,0
11658,512896,44.986276,24,1,0,0
11659,512920,44.986276,24,1,0,0
11660,512944,45.279844,25,1,0,0
11661,512968,45.223021,25,1,0,0
11662,512968,45.288348,25,1,0,0
11663,513024,45.079146,24,1,0,0
11664,513072,44.986276,24,1,0,0
11665,513080,45.191262,25,1,0,0
11666,513088,45.079146,24,1,0,0
11667,513112,45.063799,24,1,0,0
11668,513136,45.063799,24,1,0,0
11669,513160,45.063799,24,1,0,0
11670,513160,45.079146,24,1,0,0
11671,513216,45.018266,24,1,0,0
11672,513264,45.018266,24,1,0,0
11673,513280,45.263796,25,1,0,0
11674,513288,45.279844,25,1,0,0
11675,513304,45.079146,24,1,0,0
11676,513328,45.018266,24,1,0,0
11677,513352,45.079146,24,1,0,0
11678,513360,45.263796,25,1,0,0
11679,513408,45.063799,24,1,0,0
11680,513456,45.079146,24,1,0,0
11681,513472,45.018266,24,1,0,0
11682,513480,45.079146,24,1,0,0
11683,513496,45.079146,24,1,0,0
11684,513528,45.379253,25,1,0,0
11685,513552,45.283564,25,1,0,0
11686,513560,45.263796,25,1,0,0
11687,513608,45.267835,25,1,0,0
11688,513648,45.079146,24,1,0,0
11689,513672,45.166295,25,1,0,0
11690,513672,45.079146,24,1,0,0
11691,513696,45.263796,25,1,0,0
11692,513720,45.079146,24,1,0,0
11693,513752,45.079146,24,1,0,0
11694,513752,45.267835,25,1,0,0
11695,513800,45.079146,24,1,0,0
11696,513840,45.018266,24,1,0,0
11697,513864,45.079146,24,1,0,0
11698,513864,45.018266,24,1,0,0
11699,513888,45.079146,24,1,0,0
11700,513912,45.018266,24,1,0,0
11701,513944,45.063799,24,1,0,0
11702,513944,45.018266,24,1,0,0
11703,513992,45.079146,24,1,0,0
11704,514032,45.018266,24,1,0,0
11705,514056,45.063799,24,1,0,0
11706,514056,45.079146,24,1,0,0
11707,514080,45.079146,24,1,0,0
11708,514104,45.018266,24,1,0,0
11709,514136,45.079146,24,1,0,0
11710,514144,45.267835,25,1,0,0
11711,514184,44.986276,24,1,0,0
11712,514224,45.018266,24,1,0,0
11713,514256,45.279844,25,1,0,0
11714,514256,45.477699,25,1,0,0
11715,514272,45.079146,24,1,0,0
11716,514296,45.079146,24,1,0,0
11717,514336,45.079146,24,1,0,0
11718,514336,45.166295,25,1,0,0
11719,514384,45.263943,25,1,0,0
11720,514424,45.452219,25,1,0,0
11721,514448,45.063799,24,1,0,0
11722,514448,45.018266,24,1,0,0
11723,514464,45.079146,24,1,0,0
11724,514488,45.018266,24,1,0,0
11725,514528,45.079146,24,1,0,0
11726,514528,45.063799,24,1,0,0
11727,514576,45.079146,24,1,0,0
11728,514624,44.911295,25,1,0,0
11729,514640,45.018266,24,1,0,0
11730,514640,45.079146,24,1,0,0
11731,514656,45.079146,24,1,0,0
11732,514680,45.018266,24,1,0,0
11733,514720,45.018266,24,1,0,0
11734,514720,45.020996,24,1,0,0
11735,514776,45.279844,25,1,0,0
11736,514816,45.079146,24,1,0,0
11737,514832,45.079146,24,1,0,0
11738,514840,45.263796,25,1,0,0
11739,514848,45.079146,24,1,0,0
11740,514872,45.020996,24,1,0,0
11741,514912,45.063799,24,1,0,0
11742,514912,45.063799,24,1,0,0
11743,514968,45.018266,24,1,0,0
11744,515008,45.079146,24,1,0,0
11745,515032,45.263796,25,1,0,0
11746,515040,45.018266,24,1,0,0
11747,515040,45.166295,25,1,0,0
11748,515064,45.018266,24,1,0,0
11749,515112,45.263796,25,1,0,0
11750,515112,45.263796,25,1,0,0
11751,515160,45.018266,24,1,0,0
11752,515200,45.018266,24,1,0,0
11753,515224,44.98927,24,1,0,0
11754,515232,45.018266,24,1,0,0
11755,515240,45.263796,25,1,0,0
11756,515256,45.020996,24,1,0,0
11757,515304,45.079146,24,1,0,0
11758,515304,45.079146,24,1,0,0
11759,515352,45.018266,24,1,0,0
11760,515392,45.063799,24,1,0,0
11761,515416,45.079146,24,1,0,0
11762,515432,45.288348,25,1,0,0
11763,515440,45.223021,25,1,0,0
11764,515448,45.079146,24,1,0,0
11765,515496,45.018266,24,1,0,0
11766,515504,45.340063,25,1,0,0
11767,515544,45.063799,24,1,0,0
11768,515592,44.959176,25,1,0,0
11769,515608,45.018266,24,1,0,0
11770,515632,45.279844,25,1,0,0
11771,515640,45.020996,24,1,0,0
11772,515640,45.263796,25,1,0,0
11773,515688,45.079146,24,1,0,0
11774,515704,45.452219,25,1,0,0
11775,515736,45.079146,24,1,0,0
11776,515784,45.079146,24,1,0,0
11777,515800,45.079146,24,1,0,0
11778,515824,45.079146,24,1,0,0
11779,515832,45.018266,24,1,0,0
11780,515840,45.379253,25,1,0,0
11781,515880,45.018266,24,1,0,0
11782,515896,45.018266,24,1,0,0
11783,515928,45.063799,24,1,0,0
11784,515976,45.079146,24,1,0,0
11785,515992,45.079146,24,1,0,0
11786,516024,45.263796,25,1,0,0
11787,516024,45.079146,24,1,0,0
11788,516040,45.279844,25,1,0,0
11789,516072,45.018266,24,1,0,0
11790,516096,45.220873,25,1,0,0
11791,516128,45.283498,25,1,0,0
11792,516168,45.018266,24,1,0,0
11793,516200,45.089394,26,1,0,0
11794,516216,45.079146,24,1,0,0
11795,516224,45.452219,25,1,0,0
