episode,timesteps,episode_reward,episode_length,success,collision,out_of_bounds
3326,257208,43.847131,63,1,0,0
3327,257320,43.438495,64,1,0,0
3328,257392,43.515301,67,1,0,0
3329,257424,43.086518,71,1,0,0
3330,257440,43.740961,59,1,0,0
3331,257448,-6.91296,39,0,1,0
3332,257448,43.038538,70,1,0,0
3333,257448,43.417188,60,1,0,0
3334,257760,-7.99601,69,0,0,1
3335,257864,43.164888,68,1,0,0
3336,257872,43.55802,60,1,0,0
3337,257896,43.686831,56,1,0,0
3338,257928,43.708338,60,1,0,0
3339,257944,43.900628,63,1,0,0
3340,257976,43.220516,66,1,0,0
3341,258016,42.939765,74,1,0,0
3342,258248,-7.873212,40,0,0,1
3343,258272,43.294188,64,1,0,0
3344,258352,43.410772,61,1,0,0
3345,258400,43.652316,66,1,0,0
3346,258448,43.245337,69,1,0,0
3347,258464,43.485477,65,1,0,0
3348,258512,43.814981,62,1,0,0
3349,258512,43.579295,67,1,0,0
3350,258784,43.363175,67,1,0,0
3351,258792,43.245383,65,1,0,0
3352,258896,43.409826,68,1,0,0
3353,258904,43.795889,63,1,0,0
3354,258960,43.580088,64,1,0,0
3355,259008,43.131874,68,1,0,0
3356,259040,43.315251,66,1,0,0
3357,259048,43.535131,67,1,0,0
3358,259304,43.629304,65,1,0,0
3359,259312,43.222653,65,1,0,0
3360,259424,43.303493,66,1,0,0
3361,259456,43.153844,69,1,0,0
3362,259456,43.385296,62,1,0,0
3363,259504,43.338977,62,1,0,0
3364,259544,43.462941,62,1,0,0
3365,259584,43.532641,68,1,0,0
3366,259816,43.258172,64,1,0,0
3367,259816,43.441389,63,1,0,0
3368,259912,43.70993,61,1,0,0
3369,259968,43.605549,64,1,0,0
3370,259992,43.393448,67,1,0,0
3371,260072,-7.91068,71,0,0,1
3372,260096,43.086128,69,1,0,0
3373,260112,43.229193,66,1,0,0
3374,260344,43.191936,66,1,0,0
3375,260376,43.34487,70,1,0,0
3376,260456,43.556117,68,1,0,0
3377,260464,43.638442,62,1,0,0
3378,260528,43.360753,67,1,0,0
3379,260592,43.369031,65,1,0,0
3380,260600,43.290805,63,1,0,0
3381,260632,43.491636,65,1,0,0
3382,260848,43.50974,59,1,0,0
3383,260872,43.639398,66,1,0,0
3384,260968,43.547156,63,1,0,0
3385,260984,43.369923,66,1,0,0
3386,261080,43.345747,69,1,0,0
3387,261104,43.809985,64,1,0,0
3388,261160,43.672202,66,1,0,0
3389,261160,43.120438,70,1,0,0
3390,261384,43.194582,67,1,0,0
3391,261416,43.181412,68,1,0,0
3392,261480,43.900543,64,1,0,0
3393,261496,43.288918,64,1,0,0
3394,261624,43.213255,68,1,0,0
3395,261672,43.076987,71,1,0,0
3396,261688,43.251169,66,1,0,0
3397,261720,43.641628,70,1,0,0
3398,261848,43.689626,58,1,0,0
3399,261960,43.243638,68,1,0,0
3400,262000,43.740851,65,1,0,0
3401,262024,43.617777,66,1,0,0
3402,262128,43.825566,63,1,0,0
3403,262200,43.240935,66,1,0,0
3404,262216,43.451778,66,1,0,0
3405,262224,43.768746,63,1,0,0
3406,262288,43.74117,55,1,0,0
3407,262392,44.595404,33,1,0,0
3408,262456,43.761623,62,1,0,0
3409,262544,43.289302,65,1,0,0
3410,262568,43.449599,71,1,0,0
3411,262656,43.679807,54,1,0,0
3412,262728,43.52689,64,1,0,0
3413,262752,43.632029,58,1,0,0
3414,262768,43.582388,71,1,0,0
3415,262944,43.119431,69,1,0,0
3416,262968,43.313484,64,1,0,0
3417,263040,43.475051,62,1,0,0
3418,263072,43.574463,63,1,0,0
3419,263184,43.466701,66,1,0,0
3420,263224,44.044561,62,1,0,0
3421,263296,43.244887,66,1,0,0
3422,263312,43.107967,70,1,0,0
3423,263448,43.535047,63,1,0,0
3424,263472,43.534306,63,1,0,0
3425,263552,43.673427,64,1,0,0
3426,263608,43.704104,67,1,0,0
3427,263648,43.998885,58,1,0,0
3428,263768,43.632655,68,1,0,0
3429,263784,43.80232,59,1,0,0
3430,263824,43.354613,66,1,0,0
3431,263888,43.695583,55,1,0,0
3432,263888,-8.184842,35,0,1,0
3433,264008,43.381243,67,1,0,0
3434,264040,-13.927795,19,0,0,1
3435,264088,43.383642,67,1,0,0
3436,264160,43.277837,64,1,0,0
3437,264216,43.682987,56,1,0,0
3438,264248,43.759642,58,1,0,0
3439,264304,43.572372,60,1,0,0
3440,264360,43.827395,59,1,0,0
3441,264496,43.381892,61,1,0,0
3442,264544,43.592178,63,1,0,0
3443,264672,43.279295,64,1,0,0
3444,264672,43.160921,73,1,0,0
3445,264728,43.881978,64,1,0,0
3446,264784,43.30747,67,1,0,0
3447,264848,43.637108,68,1,0,0
3448,264928,-8.271704,71,0,0,1
3449,264992,43.391255,62,1,0,0
3450,265056,43.604011,64,1,0,0
3451,265216,43.746339,61,1,0,0
3452,265216,43.142764,68,1,0,0
3453,265288,-8.437968,77,0,0,1
3454,265328,43.2086,68,1,0,0
3455,265360,43.86403,64,1,0,0
3456,265424,43.452252,62,1,0,0
3457,265496,43.431222,63,1,0,0
3458,265640,43.38699,73,1,0,0
3459,265792,43.387658,72,1,0,0
3460,265800,43.017212,73,1,0,0
3461,265808,43.54532,60,1,0,0
3462,265840,43.739873,60,1,0,0
3463,265848,43.133011,70,1,0,0
3464,265928,43.332567,63,1,0,0
3465,266056,43.50222,70,1,0,0
3466,266240,43.02692,75,1,0,0
3467,266296,43.611556,61,1,0,0
3468,266312,43.506517,64,1,0,0
3469,266320,43.358697,66,1,0,0
3470,266384,43.164766,68,1,0,0
3471,266384,43.419542,67,1,0,0
3472,266488,43.588508,70,1,0,0
3473,266584,43.498011,66,1,0,0
3474,266800,-8.010112,70,0,0,1
3475,266800,43.535357,60,1,0,0
3476,266808,43.65033,64,1,0,0
3477,266880,43.196865,71,1,0,0
3478,266896,43.955633,64,1,0,0
3479,266928,43.65652,68,1,0,0
3480,267016,43.462644,66,1,0,0
3481,267120,43.706285,67,1,0,0
3482,267296,43.867656,62,1,0,0
3483,267320,43.742547,65,1,0,0
3484,267360,43.242434,69,1,0,0
3485,267368,43.668981,59,1,0,0
3486,267384,43.348928,63,1,0,0
3487,267440,43.982515,53,1,0,0
3488,267440,43.386616,64,1,0,0
3489,267688,43.189648,71,1,0,0
3490,267808,43.597023,64,1,0,0
3491,267832,43.577454,64,1,0,0
3492,267896,43.251019,66,1,0,0
3493,267928,43.031835,71,1,0,0
3494,267952,43.334018,71,1,0,0
3495,267960,43.507962,65,1,0,0
3496,268000,43.827356,70,1,0,0
3497,268152,43.513616,58,1,0,0
3498,268320,43.62571,64,1,0,0
3499,268352,43.636948,65,1,0,0
3500,268432,43.772989,54,1,0,0
3501,268440,43.687994,68,1,0,0
3502,268488,43.32904,66,1,0,0
3503,268496,43.439775,68,1,0,0
3504,268520,43.069391,74,1,0,0
3505,268688,43.436314,67,1,0,0
3506,268856,43.263935,67,1,0,0
3507,268880,43.182006,66,1,0,0
3508,268896,43.715969,57,1,0,0
3509,268936,43.448798,63,1,0,0
3510,268960,44.004533,58,1,0,0
3511,268976,43.518565,61,1,0,0
3512,269064,43.643788,68,1,0,0
3513,269104,-14.017626,26,0,0,1
3514,269192,43.632107,63,1,0,0
3515,269376,43.822357,62,1,0,0
3516,269376,43.346353,65,1,0,0
3517,269456,43.487094,65,1,0,0
3518,269496,43.217346,67,1,0,0
3519,269520,43.444167,68,1,0,0
3520,269528,43.696595,58,1,0,0
3521,269560,43.543417,57,1,0,0
3522,269664,43.534806,59,1,0,0
3523,269904,43.488534,66,1,0,0
3524,269912,43.601757,67,1,0,0
3525,269952,43.405458,62,1,0,0
3526,270016,43.3418,65,1,0,0
3527,270024,43.385992,62,1,0,0
3528,270056,43.650542,62,1,0,0
3529,270080,43.050338,70,1,0,0
3530,270168,43.614337,63,1,0,0
3531,270400,43.360819,62,1,0,0
3532,270432,43.450025,65,1,0,0
3533,270456,43.617302,63,1,0,0
3534,270536,43.559908,57,1,0,0
3535,270544,43.396296,66,1,0,0
3536,270592,43.261971,71,1,0,0
3537,270608,43.380631,69,1,0,0
3538,270712,43.264102,68,1,0,0
3539,270880,43.827431,60,1,0,0
3540,270896,43.980978,58,1,0,0
3541,270976,43.251058,65,1,0,0
3542,271024,43.547163,60,1,0,0
3543,271040,43.537564,63,1,0,0
3544,271128,43.213717,67,1,0,0
3545,271184,-7.897388,72,0,0,1
3546,271240,43.493426,66,1,0,0
3547,271328,43.763894,56,1,0,0
3548,271432,-7.79298,67,0,0,1
3549,271472,43.639669,56,1,0,0
3550,271528,43.61065,61,1,0,0
3551,271592,43.171124,77,1,0,0
3552,271600,43.503124,59,1,0,0
3553,271752,43.624035,71,1,0,0
3554,271768,43.245797,66,1,0,0
3555,271824,44.786634,29,1,0,0
3556,271840,43.294266,64,1,0,0
3557,271936,43.647714,58,1,0,0
3558,271952,43.679788,65,1,0,0
3559,272056,43.652209,66,1,0,0
3560,272072,43.545099,59,1,0,0
3561,272264,43.33261,64,1,0,0
3562,272272,43.645065,63,1,0,0
3563,272288,43.71896,58,1,0,0
3564,272360,43.328593,65,1,0,0
3565,272456,43.297364,65,1,0,0
3566,272488,43.210351,67,1,0,0
3567,272560,43.389372,63,1,0,0
3568,272616,43.363079,68,1,0,0
3569,272744,43.880064,59,1,0,0
3570,272752,43.452637,61,1,0,0
3571,272800,43.682461,64,1,0,0
3572,272856,43.386107,62,1,0,0
3573,272984,43.170886,66,1,0,0
3574,273016,43.485519,66,1,0,0
3575,273096,43.376883,67,1,0,0
3576,273120,43.53643,63,1,0,0
3577,273144,43.929161,49,1,0,0
3578,273248,43.325517,63,1,0,0
3579,273352,43.240994,69,1,0,0
3580,273384,43.353959,66,1,0,0
3581,273472,43.567963,61,1,0,0
3582,273472,43.608622,57,1,0,0
3583,273528,43.698716,54,1,0,0
3584,273656,43.628299,67,1,0,0
3585,273656,43.290344,64,1,0,0
3586,273776,43.338511,66,1,0,0
3587,273936,43.126037,69,1,0,0
3588,274000,43.244728,66,1,0,0
3589,274024,43.105266,69,1,0,0
3590,274040,43.77953,64,1,0,0
3591,274072,43.747742,52,1,0,0
3592,274128,43.839528,59,1,0,0
3593,274224,41.706812,109,1,0,0
3594,274472,44.002595,59,1,0,0
3595,274480,43.577384,68,1,0,0
3596,274560,43.43817,67,1,0,0
3597,274568,43.697602,66,1,0,0
3598,274576,43.396083,63,1,0,0
3599,274624,43.448371,62,1,0,0
3600,274656,41.597453,110,1,0,0
3601,274752,43.665917,66,1,0,0
3602,274824,-8.664789,32,0,1,0
3603,275032,43.579632,69,1,0,0
3604,275040,43.017668,71,1,0,0
3605,275048,43.538604,59,1,0,0
3606,275104,43.686543,56,1,0,0
3607,275112,43.302895,69,1,0,0
3608,275192,43.094527,71,1,0,0
3609,275272,43.528743,65,1,0,0
3610,275376,43.255081,69,1,0,0
3611,275488,43.68826,55,1,0,0
3612,275552,43.892762,64,1,0,0
3613,275576,44.009141,58,1,0,0
3614,275616,43.93587,64,1,0,0
3615,275640,42.900221,76,1,0,0
3616,275720,43.187454,66,1,0,0
3617,275800,43.397501,66,1,0,0
3618,275880,43.429158,63,1,0,0
3619,275936,-7.079067,40,0,1,0
3620,275992,43.482211,63,1,0,0
3621,276000,43.71955,56,1,0,0
3622,276056,43.453662,60,1,0,0
3623,276128,43.451567,61,1,0,0
3624,276264,43.259845,68,1,0,0
3625,276304,43.441088,63,1,0,0
3626,276432,43.26973,69,1,0,0
3627,276464,43.641656,66,1,0,0
3628,276480,44.0595,53,1,0,0
3629,276496,43.579559,62,1,0,0
3630,276520,43.79146,66,1,0,0
3631,276632,43.549449,63,1,0,0
3632,276808,43.116438,68,1,0,0
3633,276832,43.448818,66,1,0,0
3634,276944,43.642071,56,1,0,0
3635,276952,43.814082,65,1,0,0
3636,276976,43.908158,64,1,0,0
3637,276976,43.456798,62,1,0,0
3638,277000,-8.401017,46,0,0,1
3639,277048,43.834181,66,1,0,0
3640,277296,43.934126,58,1,0,0
3641,277304,43.876755,62,1,0,0
3642,277464,43.910535,64,1,0,0
3643,277496,43.211747,69,1,0,0
3644,277504,43.4857,66,1,0,0
3645,277512,43.401049,67,1,0,0
3646,277528,43.452298,66,1,0,0
3647,277560,43.458135,64,1,0,0
3648,277792,43.49692,62,1,0,0
3649,277824,43.269343,65,1,0,0
3650,277976,43.670314,60,1,0,0
3651,277992,43.377106,61,1,0,0
3652,277992,43.840452,54,1,0,0
3653,277992,43.376863,66,1,0,0
3654,278016,43.336025,63,1,0,0
3655,278048,43.515843,65,1,0,0
3656,278352,43.231433,66,1,0,0
3657,278384,42.938903,74,1,0,0
3658,278488,43.309036,64,1,0,0
3659,278496,43.769794,63,1,0,0
3660,278512,43.419177,65,1,0,0
3661,278544,43.817783,66,1,0,0
3662,278544,43.065199,69,1,0,0
3663,278584,43.206808,67,1,0,0
3664,278648,-8.080492,33,0,1,0
3665,278752,-7.990453,33,0,1,0
3666,278776,44.536666,33,1,0,0
3667,278896,43.410489,68,1,0,0
3668,279008,43.371577,64,1,0,0
3669,279040,43.384985,62,1,0,0
3670,279072,43.327731,66,1,0,0
3671,279096,43.298186,64,1,0,0
3672,279120,43.614922,59,1,0,0
3673,279256,43.365503,63,1,0,0
3674,279264,43.947591,61,1,0,0
3675,279344,44.836806,28,1,0,0
3676,279344,43.962797,56,1,0,0
3677,279464,44.188922,57,1,0,0
3678,279488,43.929996,49,1,0,0
3679,279552,43.798613,64,1,0,0
3680,279640,43.139392,71,1,0,0
3681,279712,43.589358,57,1,0,0
3682,279760,43.634215,62,1,0,0
3683,279800,43.578671,57,1,0,0
3684,279832,44.001888,61,1,0,0
3685,279960,43.606194,59,1,0,0
3686,279976,43.538619,64,1,0,0
3687,280096,43.562332,57,1,0,0
3688,280128,43.544178,72,1,0,0
3689,280192,43.710273,60,1,0,0
3690,280232,43.484684,59,1,0,0
3691,280312,43.256025,64,1,0,0
3692,280360,43.197474,66,1,0,0
3693,280488,43.261526,64,1,0,0
3694,280496,43.14279,67,1,0,0
3695,280624,43.466075,66,1,0,0
3696,280632,43.781803,55,1,0,0
3697,280648,43.337398,65,1,0,0
3698,280712,43.553402,60,1,0,0
3699,280800,43.636094,61,1,0,0
3700,280816,43.539886,57,1,0,0
3701,280952,43.567503,58,1,0,0
3702,281008,43.413276,64,1,0,0
3703,281080,43.88537,57,1,0,0
3704,281088,43.616393,57,1,0,0
3705,281152,43.693542,63,1,0,0
3706,281240,43.228829,66,1,0,0
3707,281264,43.924072,58,1,0,0
3708,281320,43.436673,63,1,0,0
3709,281488,43.633686,67,1,0,0
3710,281528,43.744942,65,1,0,0
3711,281576,43.477895,62,1,0,0
3712,281632,43.557169,68,1,0,0
3713,281688,43.315363,67,1,0,0
3714,281696,43.780131,54,1,0,0
3715,281760,43.43107,65,1,0,0
3716,281840,43.227797,65,1,0,0
3717,281992,43.636406,63,1,0,0
3718,282048,43.416234,65,1,0,0
3719,282080,43.702852,63,1,0,0
3720,282160,43.788423,58,1,0,0
3721,282176,43.430197,68,1,0,0
3722,282224,43.888505,67,1,0,0
3723,282264,43.473872,63,1,0,0
3724,282320,43.829824,60,1,0,0
3725,282504,43.285943,64,1,0,0
3726,282504,43.947326,57,1,0,0
3727,282552,43.611951,59,1,0,0
3728,282640,-13.114439,52,0,0,1
3729,282664,43.933181,61,1,0,0
3730,282672,43.897639,64,1,0,0
3731,282712,43.778762,56,1,0,0
3732,282824,43.943102,63,1,0,0
3733,282840,-8.462334,36,0,1,0
3734,282912,43.973562,51,1,0,0
3735,282992,43.628682,61,1,0,0
3736,283096,43.754954,54,1,0,0
3737,283144,43.672063,63,1,0,0
3738,283152,43.592345,60,1,0,0
3739,283232,43.232187,65,1,0,0
3740,283248,43.892935,53,1,0,0
3741,283360,43.389627,65,1,0,0
3742,283400,44.760487,32,1,0,0
3743,283440,43.826328,66,1,0,0
3744,283528,43.790817,67,1,0,0
3745,283584,43.891374,61,1,0,0
3746,283648,43.807425,62,1,0,0
3747,283696,43.81481,58,1,0,0
3748,283744,43.956828,62,1,0,0
3749,283864,43.806832,63,1,0,0
3750,283920,43.282915,65,1,0,0
3751,283952,43.718347,64,1,0,0
3752,283976,43.701069,56,1,0,0
3753,284096,44.101887,56,1,0,0
3754,284104,43.308209,65,1,0,0
3755,284184,44.134034,55,1,0,0
3756,284208,43.748784,64,1,0,0
3757,284272,-8.02505,37,0,0,1
3758,284336,43.623958,59,1,0,0
3759,284360,44.106527,55,1,0,0
3760,284448,43.903715,62,1,0,0
3761,284480,45.004036,26,1,0,0
3762,284624,43.700092,66,1,0,0
3763,284632,43.625998,56,1,0,0
3764,284632,43.459054,66,1,0,0
3765,284664,43.992714,57,1,0,0
3766,284840,43.962267,63,1,0,0
3767,284872,43.717982,64,1,0,0
3768,284912,43.518664,58,1,0,0
3769,285008,43.377464,66,1,0,0
3770,285128,43.313028,63,1,0,0
3771,285128,43.386927,62,1,0,0
3772,285136,43.674495,63,1,0,0
3773,285216,-7.694859,69,0,0,1
3774,285280,43.70873,55,1,0,0
3775,285352,43.58369,60,1,0,0
3776,285432,43.326799,65,1,0,0
3777,285504,43.480247,62,1,0,0
3778,285608,43.687897,60,1,0,0
3779,285632,-8.412915,44,0,0,1
3780,285632,43.904828,62,1,0,0
3781,285648,43.841352,65,1,0,0
3782,285656,43.733956,55,1,0,0
3783,285832,43.500869,60,1,0,0
3784,285872,44.789642,30,1,0,0
3785,285944,43.813066,64,1,0,0
3786,286032,43.570133,66,1,0,0
3787,286056,43.966879,53,1,0,0
3788,286080,44.645365,31,1,0,0
3789,286096,43.858576,55,1,0,0
3790,286104,43.925607,62,1,0,0
3791,286104,43.958206,57,1,0,0
3792,286408,43.196364,67,1,0,0
3793,286456,43.362877,64,1,0,0
3794,286480,43.65288,56,1,0,0
3795,286488,43.970671,54,1,0,0
3796,286560,43.755495,57,1,0,0
3797,286600,43.630114,65,1,0,0
3798,286624,43.900121,65,1,0,0
3799,286640,43.316903,68,1,0,0
3800,286824,44.502246,33,1,0,0
3801,286872,43.927135,58,1,0,0
3802,286912,44.034496,57,1,0,0
3803,286960,43.589564,59,1,0,0
3804,286968,43.713884,61,1,0,0
3805,287096,44.690027,28,1,0,0
3806,287112,43.974171,59,1,0,0
3807,287144,43.672732,68,1,0,0
3808,287144,43.267104,65,1,0,0
3809,287360,43.535029,67,1,0,0
3810,287360,43.620779,56,1,0,0
3811,287416,44.111602,56,1,0,0
3812,287416,-6.996158,38,0,1,0
3813,287464,43.546919,63,1,0,0
3814,287496,43.904106,50,1,0,0
3815,287608,44.912355,31,1,0,0
3816,287640,44.008591,62,1,0,0
3817,287672,43.241033,66,1,0,0
3818,287896,43.173027,67,1,0,0
3819,287928,43.463053,64,1,0,0
3820,287952,43.344932,67,1,0,0
3821,287976,43.518811,64,1,0,0
3822,288040,-8.480768,68,0,0,1
3823,288072,43.90714,58,1,0,0
3824,288088,43.635834,56,1,0,0
3825,288104,43.709397,54,1,0,0
3826,288240,-6.924856,36,0,1,0
3827,288352,43.74071,57,1,0,0
3828,288424,44.098482,56,1,0,0
3829,288448,43.387927,65,1,0,0
3830,288536,43.391561,62,1,0,0
3831,288544,44.297494,57,1,0,0
3832,288592,43.482447,61,1,0,0
3833,288592,43.614871,65,1,0,0
3834,288704,43.559153,58,1,0,0
3835,288856,43.627261,63,1,0,0
3836,288880,43.649488,57,1,0,0
3837,288976,43.500417,66,1,0,0
3838,289000,43.97363,57,1,0,0
3839,289032,43.430295,62,1,0,0
3840,289088,43.788432,62,1,0,0
3841,289096,43.504447,63,1,0,0
3842,289112,44.780189,29,1,0,0
3843,289120,44.841488,33,1,0,0
3844,289192,43.878401,61,1,0,0
3845,289472,43.792178,62,1,0,0
3846,289504,43.981992,51,1,0,0
3847,289504,43.77723,63,1,0,0
3848,289520,43.843714,51,1,0,0
3849,289552,43.2812,65,1,0,0
3850,289576,43.437287,61,1,0,0
3851,289624,43.544717,63,1,0,0
3852,289632,43.628254,55,1,0,0
3853,289960,43.410882,61,1,0,0
3854,289984,43.908061,60,1,0,0
3855,290024,43.751532,65,1,0,0
3856,290024,43.821991,59,1,0,0
3857,290032,43.303003,64,1,0,0
3858,290096,43.256707,65,1,0,0
3859,290136,43.449634,63,1,0,0
3860,290192,43.565772,71,1,0,0
3861,290456,43.794613,54,1,0,0
3862,290456,43.721879,62,1,0,0
3863,290472,43.923205,55,1,0,0
3864,290472,43.688514,61,1,0,0
3865,290536,43.290818,64,1,0,0
3866,290552,44.053275,57,1,0,0
3867,290640,43.986078,63,1,0,0
3868,290680,43.757043,61,1,0,0
3869,290936,44.559636,32,1,0,0
3870,290952,44.00082,62,1,0,0
3871,290976,43.31932,65,1,0,0
3872,290992,43.539022,65,1,0,0
3873,291000,43.629958,66,1,0,0
3874,291032,43.380291,62,1,0,0
3875,291072,43.412259,65,1,0,0
3876,291112,43.682007,59,1,0,0
3877,291392,43.845723,55,1,0,0
3878,291448,43.757749,64,1,0,0
3879,291480,43.682176,63,1,0,0
3880,291488,44.056676,57,1,0,0
3881,291528,43.649317,57,1,0,0
3882,291528,43.178932,66,1,0,0
3883,291544,-8.646842,69,0,0,1
3884,291560,43.797953,56,1,0,0
3885,291856,44.122328,58,1,0,0
3886,291888,44.324683,55,1,0,0
3887,291896,43.792329,51,1,0,0
3888,291952,43.755211,59,1,0,0
3889,291968,43.912363,55,1,0,0
3890,292032,43.742986,61,1,0,0
3891,292040,43.697813,60,1,0,0
3892,292080,43.693956,69,1,0,0
3893,292288,43.690067,54,1,0,0
3894,292392,43.59729,63,1,0,0
3895,292440,43.248896,68,1,0,0
3896,292456,43.389306,63,1,0,0
3897,292504,43.499189,67,1,0,0
3898,292504,43.643178,58,1,0,0
3899,292528,44.795897,30,1,0,0
3900,292536,43.600849,63,1,0,0
3901,292584,43.66799,63,1,0,0
3902,292736,-8.081834,35,0,1,0
3903,292800,44.82976,33,1,0,0
3904,292856,43.894716,58,1,0,0
3905,292960,43.699875,57,1,0,0
3906,292968,-7.978153,66,0,0,1
3907,292992,43.663287,61,1,0,0
3908,293056,43.218425,66,1,0,0
3909,293064,43.449724,60,1,0,0
3910,293232,43.562778,62,1,0,0
3911,293264,43.784195,58,1,0,0
3912,293304,43.582017,56,1,0,0
3913,293320,44.658352,32,1,0,0
3914,293424,43.761795,54,1,0,0
3915,293480,43.636934,65,1,0,0
3916,293480,43.487674,64,1,0,0
3917,293480,43.713727,53,1,0,0
3918,293656,43.777468,53,1,0,0
3919,293768,43.596631,58,1,0,0
3920,293768,44.037873,56,1,0,0
3921,293784,43.379422,65,1,0,0
3922,293880,44.212087,57,1,0,0
3923,293904,43.756773,53,1,0,0
3924,293928,43.628243,56,1,0,0
3925,293936,43.862932,57,1,0,0
3926,294176,43.539025,65,1,0,0
3927,294208,43.879442,55,1,0,0
3928,294264,43.871255,62,1,0,0
3929,294288,43.464881,63,1,0,0
3930,294352,43.614103,59,1,0,0
3931,294376,43.881804,56,1,0,0
3932,294392,43.721408,61,1,0,0
3933,294440,43.394616,63,1,0,0
3934,294560,44.518155,37,1,0,0
3935,294664,43.958012,57,1,0,0
3936,294696,43.315391,65,1,0,0
3937,294776,43.6036,61,1,0,0
3938,294832,43.672133,57,1,0,0
3939,294832,-7.98679,34,0,1,0
3940,294848,43.494902,62,1,0,0
3941,294848,43.757795,57,1,0,0
3942,294920,43.499388,60,1,0,0
3943,295072,44.016387,51,1,0,0
3944,295136,44.114697,55,1,0,0
3945,295160,44.714706,30,1,0,0
3946,295264,43.56909,61,1,0,0
3947,295320,43.958359,61,1,0,0
3948,295360,43.236118,66,1,0,0
3949,295368,43.698243,65,1,0,0
3950,295376,43.30371,66,1,0,0
3951,295544,43.882537,51,1,0,0
3952,295576,44.538303,32,1,0,0
3953,295592,43.576493,65,1,0,0
3954,295600,43.650686,55,1,0,0
3955,295728,43.599783,58,1,0,0
3956,295800,43.68839,54,1,0,0
3957,295808,44.145981,54,1,0,0
3958,295824,45.112225,31,1,0,0
3959,295856,43.589117,62,1,0,0
3960,295944,44.962215,27,1,0,0
3961,296024,43.4553,60,1,0,0
3962,296088,43.39876,61,1,0,0
3963,296112,43.402283,65,1,0,0
3964,296128,-7.274865,38,0,0,1
3965,296184,-7.131887,41,0,1,0
3966,296352,43.518637,69,1,0,0
3967,296360,43.197072,69,1,0,0
3968,296392,43.606428,56,1,0,0
3969,296480,43.556758,57,1,0,0
3970,296504,43.832226,52,1,0,0
3971,296584,43.879918,57,1,0,0
3972,296584,43.751669,59,1,0,0
3973,296640,43.536406,57,1,0,0
3974,296792,44.004134,54,1,0,0
3975,296832,44.767487,31,1,0,0
3976,296832,43.754629,60,1,0,0
3977,296864,45.173407,28,1,0,0
3978,296896,43.710513,63,1,0,0
3979,296904,44.27105,53,1,0,0
3980,296960,43.572374,57,1,0,0
3981,297088,43.311725,63,1,0,0
3982,297296,43.592528,58,1,0,0
3983,297336,-8.376916,68,0,0,1
3984,297352,43.617347,65,1,0,0
3985,297352,43.463914,61,1,0,0
3986,297424,43.45878,65,1,0,0
3987,297424,43.528719,66,1,0,0
3988,297456,43.369735,62,1,0,0
3989,297544,43.591634,57,1,0,0
3990,297744,43.987498,51,1,0,0
3991,297840,43.7342,68,1,0,0
3992,297840,43.802144,61,1,0,0
3993,297848,-7.004985,38,0,1,0
3994,297864,43.671117,55,1,0,0
3995,297864,44.000242,55,1,0,0
3996,297872,43.46067,65,1,0,0
3997,298008,-8.255232,69,0,0,1
3998,298168,43.698293,53,1,0,0
3999,298312,43.634352,56,1,0,0
4000,298312,43.866049,55,1,0,0
4001,298320,43.597368,60,1,0,0
4002,298352,43.507954,64,1,0,0
4003,298368,43.864531,65,1,0,0
4004,298448,43.195969,73,1,0,0
4005,298520,43.712578,64,1,0,0
4006,298592,44.810574,28,1,0,0
4007,298600,44.072111,54,1,0,0
4008,298768,43.756079,57,1,0,0
4009,298800,43.648933,56,1,0,0
4010,298824,43.582237,63,1,0,0
4011,298832,43.75034,65,1,0,0
4012,298984,43.507996,58,1,0,0
4013,299024,43.184151,72,1,0,0
4014,299040,43.766966,55,1,0,0
4015,299064,43.50909,59,1,0,0
4016,299272,43.658726,63,1,0,0
4017,299320,43.2225,65,1,0,0
4018,299336,43.324287,63,1,0,0
4019,299336,43.789272,64,1,0,0
4020,299448,43.671847,58,1,0,0
4021,299496,44.003822,54,1,0,0
4022,299504,43.616009,58,1,0,0
4023,299592,43.2485,71,1,0,0
4024,299728,43.542778,57,1,0,0
4025,299760,43.757856,53,1,0,0
4026,299840,43.377126,65,1,0,0
4027,299856,43.255958,65,1,0,0
4028,299880,43.743496,54,1,0,0
4029,299936,44.341716,55,1,0,0
4030,299992,43.825627,50,1,0,0
4031,300032,43.384567,66,1,0,0
4032,300144,43.883438,52,1,0,0
4033,300160,44.817593,28,1,0,0
4034,300216,43.627225,57,1,0,0
4035,300288,43.790121,56,1,0,0
4036,300328,43.661781,56,1,0,0
4037,300400,43.12898,68,1,0,0
4038,300488,43.803792,62,1,0,0
4039,300504,43.913606,59,1,0,0
4040,300608,44.170388,58,1,0,0
4041,300696,43.756614,67,1,0,0
4042,300712,43.970679,62,1,0,0
4043,300800,43.690437,64,1,0,0
4044,300800,43.521249,59,1,0,0
4045,300848,44.717227,30,1,0,0
4046,300872,43.676458,59,1,0,0
4047,300952,43.761481,56,1,0,0
4048,301000,43.798141,64,1,0,0
4049,301160,43.988185,56,1,0,0
4050,301176,43.814501,60,1,0,0
4051,301256,43.596988,57,1,0,0
4052,301296,43.437657,62,1,0,0
4053,301304,43.673832,54,1,0,0
4054,301336,43.950415,61,1,0,0
4055,301448,43.771402,62,1,0,0
4056,301472,43.470136,59,1,0,0
4057,301656,43.796808,60,1,0,0
4058,301664,43.506199,63,1,0,0
